buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,houseType,jibun,landAr,mhouseNm,rgstDate,sggCd,slerGbn,umdNm,지역구명
2003, , , ,"13,000",28,1,2021, , ,59.79,4,다세대,184-5,42.4,부성리치빌10차104동, ,41113, ,서둔동,수원시 권선구
2002, , , ,"13,500",9,1,2021, , ,75.84,4,다세대,184-11,41.72,부성리치빌10차107동, ,41113, ,서둔동,수원시 권선구
1988, , , ,"18,000",25,1,2021, , ,59.76,2,다세대,38-18,92,(38-18), ,41113, ,서둔동,수원시 권선구
1995, , , ,"16,600",25,1,2021, , ,78.23,2,연립,1031-7,39.27,한일그랜드빌리지, ,41113, ,권선동,수원시 권선구
1988, , , ,"19,500",22,1,2021, , ,46.03,1,다세대,17-227,33.9,명진빌라, ,41113, ,서둔동,수원시 권선구
1988, , , ,"22,075",6,1,2021, , ,39.12,4,연립다세대,1147,35.93,미영, ,41113, ,세류동,수원시 권선구
1989, , , ,"9,000",20,1,2021, , ,36,3,다세대,97-72,23.125,우리빌라, ,41113, ,세류동,수원시 권선구
2007, , , ,"15,000",15,1,2021, , ,59.36,-1,다세대,91-2,55.402,두성빌라, ,41113, ,고색동,수원시 권선구
2014, , , ,"20,500",30,1,2021, , ,59.53,2,다세대,180-5,29.69,아르떼빌, ,41113, ,세류동,수원시 권선구
1989, , , ,"8,000",17,1,2021, , ,46.56,2,다세대,535-3,33.68,구운빌라나동, ,41113, ,구운동,수원시 권선구
2013, , , ,"18,500",9,1,2021, , ,73.27,3,다세대,890-20,50.04,태양해피빌(890-20), ,41113, ,고색동,수원시 권선구
1995, , , ,"10,500",22,1,2021, , ,46.77,1,다세대,564-31,39.7,대보빌라(A), ,41113, ,세류동,수원시 권선구
1989, , , ,"9,000",19,1,2021, , ,46.14,1,다세대,260-116,33.92,중앙빌라12동, ,41113, ,서둔동,수원시 권선구
2016, , , ,"17,300",26,1,2021, , ,81.73,3,다세대,445-4,51.63,"헤렌하우스(103,104,105동)", ,41113, ,오목천동,수원시 권선구
1980, , , ,"9,800",22,1,2021, , ,42.05,2,연립,978,54.36,태양연립, ,41113, ,세류동,수원시 권선구
2020, , , ,"25,700",29,1,2021, , ,55.84,2,다세대,1114-10,39.45,하이스타빌, ,41113, ,세류동,수원시 권선구
2002, , , ,"12,700",22,1,2021, , ,49.65,1,다세대,872-31,21.775,빌라델비아(872-31), ,41113, ,세류동,수원시 권선구
1992, , , ,"11,800",19,1,2021, , ,58.49,3,다세대,439-6,39.64,주영아트빌라(2동), ,41113, ,세류동,수원시 권선구
1991, , , ,"6,300",25,1,2021, , ,39.96,3,다세대,439-8,23.85,신라궁전타운(439-8), ,41113, ,호매실동,수원시 권선구
2002, , , ,"13,500",5,1,2021, , ,50.04,4,다세대,47-63,24.525,성원빌라B동, ,41113, ,고색동,수원시 권선구
1980, , , ,"14,000",27,1,2021, , ,50.61,1,연립,1015-1,49.2647,삼덕(1015-1), ,41113, ,세류동,수원시 권선구
2016, , , ,"18,700",18,1,2021, , ,55.31,2,다세대,998-11,36.67,크리스탈타운, ,41113, ,권선동,수원시 권선구
1980, , , ,"13,000",27,1,2021, , ,50.61,1,연립,1015-1,49.2647,삼덕(1015-1), ,41113, ,세류동,수원시 권선구
2002, , , ,"13,400",16,1,2021, , ,60.63,2,다세대,464,37.2,칠보맨션가, ,41113, ,호매실동,수원시 권선구
2016, , , ,"21,000",14,1,2021, , ,64.79,3,다세대,17-674,46.71,"우진빌리지(다,라동)", ,41113, ,서둔동,수원시 권선구
2015, , , ,"18,000",23,1,2021, , ,46.2,3,다세대,268-6,28.58,에디스빌, ,41113, ,세류동,수원시 권선구
2014, ,21.02.01,O,"20,500",23,1,2021, , ,59.53,2,다세대,180-5,29.69,아르떼빌, ,41113, ,세류동,수원시 권선구
1992, , , ,"7,400",27,1,2021, , ,39.96,1,다세대,439-15,29.07,신라궁전타운(439-15), ,41113, ,호매실동,수원시 권선구
2005, , , ,"11,400",4,1,2021, , ,65.65,5,다세대,805-7,30.4217,가림빌라25차가동, ,41113, ,탑동,수원시 권선구
1988, , , ,"6,400",19,1,2021, , ,34.56,1,다세대,6-39,25.15,성진빌라A, ,41113, ,장지동,수원시 권선구
1991, , , ,"8,800",19,1,2021, , ,38.71,2,다세대,1143-8,23.072,광진(A), ,41113, ,세류동,수원시 권선구
1991, , , ,"6,400",6,1,2021, , ,43.46,-1,다세대,1143-8,25.903,광진(A), ,41113, ,세류동,수원시 권선구
2020, , , ,"32,500",21,1,2021, , ,84.64,5,다세대,1027-3,27.295,아성리치빌(1027-3), ,41113, ,세류동,수원시 권선구
1981, , , ,"9,800",5,1,2021, , ,51.31,2,연립,1007-9,52.2,동산연립(1007-9), ,41113, ,세류동,수원시 권선구
2019, , , ,"26,500",4,1,2021, , ,63.87,3,다세대,1018-22,36.58,로얄캐슬, ,41113, ,세류동,수원시 권선구
1988, , , ,"9,700",20,1,2021, , ,58.41,-1,다세대,42-11,53,명진주택(42-11), ,41113, ,서둔동,수원시 권선구
2000, , , ,"12,000",16,1,2021, , ,57.99,3,다세대,765-2,33.4,환희빌라B동, ,41113, ,탑동,수원시 권선구
2003, , , ,"9,200",4,1,2021, , ,32.46,2,다세대,473-2,23.313,낙원월드타운(A), ,41113, ,세류동,수원시 권선구
2016, , , ,"15,800",22,1,2021, , ,47.32,5,다세대,935-27,34.4177,"해피하우스(가,나동)", ,41113, ,구운동,수원시 권선구
2019, , , ,"20,500",21,1,2021, , ,45.54,2,다세대,453-5,26.2777,(453-5), ,41113, ,세류동,수원시 권선구
1996, , , ,"7,200",4,1,2021, , ,32.58,4,다세대,106-4,33.15,경덕빌라, ,41113, ,고색동,수원시 권선구
2014, , , ,"15,700",9,1,2021, , ,46.23,4,다세대,4-39,34,뷰티하우스, ,41113, ,평동,수원시 권선구
1979, , , ,"17,000",15,1,2021, , ,49.45,1,연립,39-32,34.9432,서호연립, ,41113, ,서둔동,수원시 권선구
1995, , , ,"12,000",21,1,2021, , ,57.93,2,다세대,266,47.536,"동양빌라A,B동", ,41113, ,입북동,수원시 권선구
2016, , , ,"18,300",14,1,2021, , ,36.995,3,다세대,156-7,34.0225,라인빌, ,41113, ,세류동,수원시 권선구
1992, , , ,"10,700",16,1,2021, , ,59.02,4,다세대,439-4,42.26,주영(1동), ,41113, ,세류동,수원시 권선구
1987, , , ,"6,500",8,1,2021, , ,33.66,3,다세대,890-118,25.347,고색다세대, ,41113, ,고색동,수원시 권선구
1982, , , ,"11,000",14,1,2021, , ,51.21,2,연립,534-9,39.85,삼원(534-9), ,41113, ,세류동,수원시 권선구
1989, , , ,"11,900",18,1,2021, , ,46.56,2,다세대,264-13,40.32,(264-13), ,41113, ,세류동,수원시 권선구
2020, ,21.02.02,O,"22,800",18,1,2021, , ,63.11,2,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, ,21.02.02,O,"22,950",18,1,2021, , ,63.05,2,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, ,21.02.02,O,"23,100",18,1,2021, , ,63.11,3,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, ,21.02.02,O,"23,150",18,1,2021, , ,63.05,3,다세대,743-4,31.336,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, ,21.02.02,O,"23,100",18,1,2021, , ,63.11,4,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, ,21.02.02,O,"23,150",18,1,2021, , ,63.05,4,다세대,743-4,31.336,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, ,21.02.02,O,"23,200",18,1,2021, , ,63.05,3,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, ,21.02.02,O,"23,300",18,1,2021, , ,63.05,5,다세대,743-4,31.336,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"22,600",18,1,2021, , ,63.11,2,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"23,200",18,1,2021, , ,63.05,2,다세대,743-4,31.336,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"22,850",18,1,2021, , ,63.11,3,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"23,400",18,1,2021, , ,63.05,3,다세대,743-4,31.336,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"22,850",18,1,2021, , ,63.11,4,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"23,400",18,1,2021, , ,63.05,4,다세대,743-4,31.336,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"22,950",18,1,2021, , ,63.11,5,다세대,743-4,31.689,더리움(2동), ,41113, ,탑동,수원시 권선구
2020, , , ,"23,550",18,1,2021, , ,63.05,5,다세대,743-4,31.336,더리움(2동), ,41113, ,탑동,수원시 권선구
2006, , , ,"16,500",15,1,2021, , ,74.03,3,다세대,588-11,35.6,현대골든빌, ,41113, ,곡반정동,수원시 권선구
2012, , , ,"20,800",8,1,2021, , ,72.75,4,다세대,579-44,44.875,문성타운, ,41113, ,세류동,수원시 권선구
1989, , , ,"7,000",13,1,2021, , ,34.84,1,다세대,393,25.78,미덕빌라10동, ,41113, ,호매실동,수원시 권선구
2007, , , ,"12,000",11,1,2021, , ,51.14,3,다세대,73-8,43.16,(73-8), ,41113, ,고색동,수원시 권선구
1980, , , ,"9,950",8,1,2021, , ,42.05,2,연립,978,54.36,태양연립, ,41113, ,세류동,수원시 권선구
1993, , , ,"4,700",4,1,2021, , ,38.03,-1,다세대,407,19.68,서안빌라(407-0), ,41113, ,호매실동,수원시 권선구
1996, , , ,"6,000",13,1,2021, , ,69.24,2,다세대,74-20,43.98,성원아트맨션, ,41113, ,고색동,수원시 권선구
1990, , , ,"3,000",11,1,2021, , ,38.25,-1,다세대,260-124,27.294,동명빌라다동, ,41113, ,서둔동,수원시 권선구
1993, , , ,"19,500",9,1,2021, , ,45.45,2,다세대,334-7,27.29,한성빌라가동, ,41113, ,서둔동,수원시 권선구
2015, , , ,"20,500",6,1,2021, , ,52.88,4,다세대,27-63,44.028,삼익마에스트로, ,41113, ,서둔동,수원시 권선구
1990, , , ,"11,000",9,1,2021, , ,61.29,1,다세대,286-13,51,혜성주택(286-13), ,41113, ,고색동,수원시 권선구
1991, , , ,"16,700",7,1,2021, , ,43.72,2,다세대,333-19,37.69,광림상아빌라, ,41113, ,서둔동,수원시 권선구
1997, , , ,"14,000",9,1,2021, , ,60.66,2,다세대,80-15,52.42,삼영아트맨션2차, ,41113, ,고색동,수원시 권선구
2016, , , ,"17,900",3,1,2021, , ,36.12,2,다세대,1094-5,29.039,예담빌, ,41113, ,세류동,수원시 권선구
1996, , , ,"10,500",4,1,2021, , ,38.16,3,다세대,99-20,26.75,건일빌라가나동, ,41113, ,서둔동,수원시 권선구
1991, , , ,"12,500",6,1,2021, , ,38.43,3,다세대,1056-16,23.6617,아남맨션(나), ,41113, ,권선동,수원시 권선구
1991, , , ,"6,450",6,1,2021, , ,37.47,2,다세대,303-6,25.833,동명빌라다동, ,41113, ,구운동,수원시 권선구
2020, , , ,"23,250",5,1,2021, , ,57.04,2,다세대,460-36,33.98,한스타빌, ,41113, ,세류동,수원시 권선구
2020, , , ,"22,500",5,1,2021, , ,54.86,2,다세대,460-36,32.68,한스타빌, ,41113, ,세류동,수원시 권선구
2020, , , ,"19,100",5,1,2021, , ,46.38,2,다세대,460-36,27.62,한스타빌, ,41113, ,세류동,수원시 권선구
2020, , , ,"23,500",5,1,2021, , ,57.04,3,다세대,460-36,33.98,한스타빌, ,41113, ,세류동,수원시 권선구
2020, , , ,"22,700",5,1,2021, , ,54.86,3,다세대,460-36,32.68,한스타빌, ,41113, ,세류동,수원시 권선구
2020, , , ,"19,200",5,1,2021, , ,46.38,3,다세대,460-36,27.62,한스타빌, ,41113, ,세류동,수원시 권선구
2020, , , ,"23,500",5,1,2021, , ,57.04,4,다세대,460-36,33.98,한스타빌, ,41113, ,세류동,수원시 권선구
2020, , , ,"29,300",5,1,2021, , ,72.43,4,다세대,460-36,43.14,한스타빌, ,41113, ,세류동,수원시 권선구
2020, , , ,"23,500",5,1,2021, , ,57.04,5,다세대,460-36,33.98,한스타빌, ,41113, ,세류동,수원시 권선구
2020, , , ,"24,750",5,1,2021, , ,59.68,5,다세대,460-36,35.54,한스타빌, ,41113, ,세류동,수원시 권선구
2002, , , ,"9,400",5,1,2021, , ,56.63,1,다세대,822-1,27.0899,세림빌리지, ,41113, ,탑동,수원시 권선구
1989, , , ,"4,750",2,1,2021, , ,35.12,-1,다세대,260-106,24.6175,진성빌라라동, ,41113, ,서둔동,수원시 권선구
2007, , , ,"13,700",23,1,2021, , ,46.41,2,다세대,100-1,41.4358,리치빌, ,41115, ,매산로3가,수원시 팔달구
2003, , , ,"15,500",30,1,2021, , ,59.46,1,다세대,143-16,29.6264,골드하이빌A동, ,41115, ,고등동,수원시 팔달구
1989, , , ,"17,700",29,1,2021, , ,56.46,3,연립,521-8,46.21,화홍하이츠빌라, ,41115, ,우만동,수원시 팔달구
2017, , , ,"22,500",26,1,2021, , ,63.14,4,다세대,77-10,36.54,신성리치빌, ,41115, ,화서동,수원시 팔달구
1994, , , ,"10,000",30,1,2021, , ,42.21,1,다세대,185-6,26.36,한성빌라(185-6), ,41115, ,화서동,수원시 팔달구
1990, , , ,"4,000",29,1,2021, , ,36.35,-1,다세대,555-15,20.04,미성빌라3차가동, ,41115, ,우만동,수원시 팔달구
2002, , , ,"15,000",22,1,2021, , ,56.31,4,다세대,971-19,29,한일파크빌가동, ,41115, ,인계동,수원시 팔달구
1992, , , ,"12,700",13,1,2021, , ,59.97,1,다세대,489-4,33.38,대아주택, ,41115, ,우만동,수원시 팔달구
1997, , , ,"44,000",28,1,2021, , ,41.54,-1,다세대,243-1,27.35,태인주택, ,41115, ,고등동,수원시 팔달구
2016, , , ,"19,500",30,1,2021, , ,49.89,5,다세대,468-3,32.417,삼성캐슬(301동302동), ,41115, ,우만동,수원시 팔달구
2002, , , ,"14,250",30,1,2021, , ,75.36,4,다세대,41-16,40.431,창덕에버빌, ,41115, ,화서동,수원시 팔달구
1995, , , ,"9,000",28,1,2021, , ,36.16,3,연립,529-5,27.49,우성하이츠빌라C동, ,41115, ,우만동,수원시 팔달구
2016, , , ,"23,000",30,1,2021, , ,70.44,3,다세대,11-12,32.3759,레오하이츠빌AB동, ,41115, ,교동,수원시 팔달구
1977, , , ,"25,000",20,1,2021, , ,69.29,4,연립다세대,24,31.5907,매산, ,41115, ,매산로1가,수원시 팔달구
1990, , , ,"13,900",19,1,2021, , ,42.78,2,다세대,478-20,22.875,반석빌라2, ,41115, ,우만동,수원시 팔달구
2012, , , ,"24,400",30,1,2021, , ,72.18,5,연립,101-1,20.48,하이라이프, ,41115, ,매산로2가,수원시 팔달구
1990, , , ,"13,900",23,1,2021, , ,42.84,2,다세대,514-14,27.295,"현대빌라12동,13동", ,41115, ,우만동,수원시 팔달구
2004, , , ,"12,700",19,1,2021, , ,39.81,4,다세대,101-1,24.66,뉴골든빌라(101-1), ,41115, ,화서동,수원시 팔달구
1989, , , ,"13,500",23,1,2021, , ,48.06,1,다세대,531-24,32.6,은행빌라, ,41115, ,우만동,수원시 팔달구
2007, , , ,"16,000",23,1,2021, , ,52.97,4,다세대,94-20,40.94,(94-20), ,41115, ,매산로3가,수원시 팔달구
1984, ,21.03.22,O,"14,000",20,1,2021, , ,47.2,3,연립,95-9,45.89,매산빌라가동나동, ,41115, ,매산로3가,수원시 팔달구
2003, , , ,"17,000",16,1,2021, , ,68.85,4,연립,200-1,36.21,서건아트빌, ,41115, ,화서동,수원시 팔달구
2003, , , ,"9,800",29,1,2021, , ,35.93,4,다세대,158-11,18.6484,JM빌라트A동, ,41115, ,화서동,수원시 팔달구
2016, , , ,"22,700",20,1,2021, , ,49.31,2,다세대,468-2,32.003,다인캐슬, ,41115, ,우만동,수원시 팔달구
1984, , , ,"18,000",6,1,2021, , ,65.28,2,다세대,26-28,38.56,소라빌라, ,41115, ,매산로2가,수원시 팔달구
2016, , , ,"23,300",18,1,2021, , ,70.91,2,다세대,11-12,32.5919,레오하이츠빌AB동, ,41115, ,교동,수원시 팔달구
2017, , , ,"23,000",16,1,2021, , ,69.078,2,다세대,105-4,38.57,서리풀빌라, ,41115, ,화서동,수원시 팔달구
1993, , , ,"12,000",23,1,2021, , ,47.23,2,다세대,529-17,26.854,우성하이츠빌라(529-17), ,41115, ,우만동,수원시 팔달구
2000, , , ,"5,400",29,1,2021, , ,24.57,1,다세대,504-1,14.5155,정인빌라A동, ,41115, ,우만동,수원시 팔달구
2016, , , ,"18,800",18,1,2021, , ,49.38,4,다세대,468-2,32.049,다인캐슬, ,41115, ,우만동,수원시 팔달구
1993, , , ,"13,500",16,1,2021, , ,58.64,3,다세대,529-18,29.589,우성하이츠빌라(529-18), ,41115, ,우만동,수원시 팔달구
2007, ,21.03.12,O,"13,700",23,1,2021, , ,46.41,2,다세대,100-1,41.4358,리치빌, ,41115, ,매산로3가,수원시 팔달구
1977, , , ,"19,000",13,1,2021, , ,50.05,2,연립다세대,24,35.7104,매산, ,41115, ,매산로1가,수원시 팔달구
1977, , , ,"18,000",18,1,2021, , ,49.39,2,연립다세대,24,35.7104,매산, ,41115, ,매산로1가,수원시 팔달구
2002, , , ,"9,400",23,1,2021, , ,30.15,1,다세대,184-74,17.1716,하니하이츠빌라1동, ,41115, ,화서동,수원시 팔달구
1984, , , ,"14,500",20,1,2021, , ,47.2,2,연립,95-9,45.89,매산빌라가동나동, ,41115, ,매산로3가,수원시 팔달구
1991, , , ,"2,000",28,1,2021, , ,37.8,-1,다세대,40-16,23.77,화영빌라, ,41115, ,화서동,수원시 팔달구
1990, , , ,"13,000",30,1,2021, , ,39.96,3,다세대,523-6,20.625,정성빌라, ,41115, ,우만동,수원시 팔달구
2007, , , ,"16,500",23,1,2021, , ,74.13,4,다세대,37-14,42.9351,골든뷰C동, ,41115, ,화서동,수원시 팔달구
1992, ,21.02.15,O,"12,700",13,1,2021, , ,59.97,1,다세대,489-4,33.38,대아주택, ,41115, ,우만동,수원시 팔달구
1989, ,21.02.11,O,"13,500",23,1,2021, , ,48.06,1,다세대,531-24,32.6,은행빌라, ,41115, ,우만동,수원시 팔달구
1992, , , ,"12,200",9,1,2021, , ,52,4,연립,164-7,29.6,미도아트맨션C동, ,41115, ,화서동,수원시 팔달구
1984, , , ,"16,500",20,1,2021, , ,57.26,2,연립,95-9,58.6,매산빌라가동나동, ,41115, ,매산로3가,수원시 팔달구
1983, , , ,"17,500",26,1,2021, , ,67.08,2,연립,184-328,56.11,황제다동, ,41115, ,화서동,수원시 팔달구
2012, , , ,"20,800",22,1,2021, , ,74.29,1,다세대,61-234,42.03,해피팰리스B동, ,41115, ,고등동,수원시 팔달구
1990, , , ,"14,500",30,1,2021, , ,36.34,2,다세대,514-8,28.39,현대빌라6동, ,41115, ,우만동,수원시 팔달구
2002, , , ,"13,500",7,1,2021, , ,52.65,4,다세대,62-2,22.033,명진빌라(62-2), ,41115, ,화서동,수원시 팔달구
2016, , , ,"10,880",29,1,2021, , ,20.41,7,다세대,951-7,13.21,(951-7), ,41115, ,인계동,수원시 팔달구
2016, , , ,"10,285",29,1,2021, , ,20.41,6,다세대,951-7,13.21,(951-7), ,41115, ,인계동,수원시 팔달구
1979, , , ,"9,000",27,1,2021, , ,54.71,2,연립,111,63,신풍(111), ,41115, ,신풍동,수원시 팔달구
2016, , , ,"9,080",29,1,2021, , ,18.15,4,다세대,951-7,11.75,(951-7), ,41115, ,인계동,수원시 팔달구
1979, , , ,"12,500",8,1,2021, , ,54.71,2,연립,111,63,신풍(111), ,41115, ,신풍동,수원시 팔달구
2016, , , ,"19,600",14,1,2021, , ,49.38,3,다세대,468-2,32.049,다인캐슬, ,41115, ,우만동,수원시 팔달구
2015, , , ,"18,500",3,1,2021, , ,53.04,2,다세대,184-207,29.7,(184-207), ,41115, ,화서동,수원시 팔달구
1991, , , ,"6,000",26,1,2021, , ,44.2,-1,다세대,514-15,29.73,현대빌라10동, ,41115, ,우만동,수원시 팔달구
1991, , , ,"7,700",27,1,2021, , ,35.04,2,다세대,195-5,39.3366,광일빌라8동, ,41115, ,화서동,수원시 팔달구
2012, , , ,"14,400",5,1,2021, , ,57.75,3,다세대,52-28,32.6,삼성아트빌, ,41115, ,고등동,수원시 팔달구
2020, , , ,"47,200",8,1,2021, , ,75.4,6,다세대,961-3,44.6357,하이츠하임, ,41115, ,인계동,수원시 팔달구
2015, , , ,"22,000",7,1,2021, , ,63.84,4,다세대,473-7,43.146,골든뷰, ,41115, ,우만동,수원시 팔달구
1993, , , ,"58,000",22,1,2021, , ,136.74,2,연립,156,93.61,거산그랜드, ,41115, ,인계동,수원시 팔달구
1993, , , ,"105,000",22,1,2021, , ,128.19,3,연립,156,87.78,거산그랜드, ,41115, ,인계동,수원시 팔달구
1993, , , ,"62,000",22,1,2021, , ,128.19,2,연립,156,87.78,거산그랜드, ,41115, ,인계동,수원시 팔달구
2017, , , ,"27,600",23,1,2021, , ,69.16,2,다세대,41-1,20.22,(W꼬모빌), ,41115, ,구천동,수원시 팔달구
2002, , , ,"10,800",22,1,2021, , ,41.83,2,다세대,71-163,17.175,대호주택, ,41115, ,화서동,수원시 팔달구
2017, , , ,"19,200",27,1,2021, , ,48.98,6,다세대,247-21,22.34,정원아트빌, ,41115, ,인계동,수원시 팔달구
2018, , , ,"22,500",27,1,2021, , ,57.89,4,다세대,184-55,40.3402,뉴환희빌A, ,41115, ,화서동,수원시 팔달구
2018, , , ,"22,900",27,1,2021, , ,31.95,4,다세대,142-15,10.687,퀸즈하임, ,41115, ,교동,수원시 팔달구
1977, , , ,"18,500",17,1,2021, , ,49.39,3,연립다세대,24,35.7104,매산, ,41115, ,매산로1가,수원시 팔달구
1983, , , ,"15,500",6,1,2021, , ,54.57,3,연립다세대,208,45.2321,경일, ,41115, ,화서동,수원시 팔달구
1991, , , ,"10,700",19,1,2021, , ,50.18,1,다세대,136-16,27.22,신세계빌라, ,41115, ,우만동,수원시 팔달구
2002, , , ,"8,500",4,1,2021, , ,46.32,-1,다세대,169-4,23.2935,영덕타워빌, ,41115, ,화서동,수원시 팔달구
