buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,offiNm,sggCd,sggNm,slerGbn,umdNm,지역구명
2015, , , ,"70,000",6,1,2021, , ,84.83,2,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"33,500",7,1,2021, , ,46.91,2,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"20,000",14,1,2021, , ,26.25,20,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2003, , , ,"5,000",12,1,2021, , ,24.42,5,947-8,Y.T오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2018, , , ,"15,800",8,1,2021, , ,21.58,4,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2005, ,21.02.22,O,"27,000",8,1,2021, , ,90.15,7,318-2,신동아파라디움오피스텔,41117,수원시 영통구, ,원천동,수원시 영통구
2015, , , ,"12,300",8,1,2021, , ,22.62,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2003, , , ,"5,500",14,1,2021, , ,24.42,6,947-8,Y.T오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2000, , , ,"6,000",16,1,2021, , ,27.74,16,958-2,훼미리타워,41117,수원시 영통구, ,영통동,수원시 영통구
2015, , , ,"23,500",16,1,2021, , ,31.17,12,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"19,900",11,1,2021, , ,26.25,10,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"34,000",15,1,2021, , ,46.91,4,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"80,000",8,1,2021, , ,84.68,39,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, ,21.01.22,O,"82,000",9,1,2021, , ,84.83,26,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"20,500",15,1,2021, , ,30.28,8,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"21,000",14,1,2021, , ,28.92,8,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"31,700",14,1,2021, , ,36.78,12,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"10,000",7,1,2021, , ,16.803,4,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2003, , , ,"5,800",15,1,2021, , ,24.42,6,947-8,Y.T오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2014, , , ,"10,500",7,1,2021, , ,16.803,4,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"14,000",7,1,2021, , ,22.62,6,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"14,000",11,1,2021, , ,22.62,7,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"16,700",9,1,2021, , ,26.16,3,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"12,950",11,1,2021, , ,20.43,9,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"9,700",14,1,2021, , ,16.803,8,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"13,500",11,1,2021, , ,20.43,12,1351-6,광교유니코어,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"10,500",14,1,2021, , ,16.803,4,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"13,800",9,1,2021, , ,22.62,7,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"13,600",13,1,2021, , ,22.62,5,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"20,000",9,1,2021, , ,27.48,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"44,900",4,1,2021, , ,48.61,21,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2013, , , ,"24,750",2,1,2021, , ,43.6171,9,1351-2,광교 코아루에스,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"13,000",12,1,2021, , ,22.62,4,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"13,500",12,1,2021, , ,22.62,12,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"57,600",6,1,2021, , ,62.99,12,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2019, , , ,"62,500",9,1,2021, , ,72.2341,3,589,광교중흥에스클래스,41117,수원시 영통구, ,원천동,수원시 영통구
2003, , , ,"5,000",11,1,2021, , ,24.42,3,947-8,Y.T오피스텔,41117,수원시 영통구, ,영통동,수원시 영통구
2018, , , ,"97,000",2,1,2021, , ,84.9967,22,593,광교아이파크,41117,수원시 영통구, ,원천동,수원시 영통구
2014, , , ,"14,000",12,1,2021, , ,24.97,9,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"78,000",9,1,2021, , ,83.6622,22,604,광교 더샵,41117,수원시 영통구, ,원천동,수원시 영통구
2014, , , ,"13,000",11,1,2021, , ,22.5095,15,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"75,000",2,1,2021, , ,84.83,34,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2015, , , ,"67,000",9,1,2021, , ,84.83,3,1014,광교 힐스테이트 레이크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"11,865",5,1,2021, , ,20.8595,14,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"13,000",8,1,2021, , ,23.5642,9,1351,광교 경동 해피리움,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"21,500",4,1,2021, , ,31.33,11,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2019, , , ,"96,000",6,1,2021, , ,84.9574,27,589,광교중흥에스클래스,41117,수원시 영통구, ,원천동,수원시 영통구
2014, ,21.01.15,O,"10,000",7,1,2021, , ,16.803,4,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2014, ,21.01.15,O,"10,500",7,1,2021, , ,16.803,4,1349,광교 더로프트,41117,수원시 영통구, ,이의동,수원시 영통구
2013, , , ,"12,500",1,1,2021, , ,27.445,5,1257-4,광교 파인렉스2,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"21,000",1,1,2021, , ,28.92,7,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"16,200",2,1,2021, , ,21.58,17,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"59,500",5,1,2021, , ,59.56,14,1019,광교 더샵 레이크파크,41117,수원시 영통구, ,하동,수원시 영통구
2014, , , ,"15,900",2,1,2021, , ,24.97,11,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"14,500",5,1,2021, , ,22.62,15,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"15,500",2,1,2021, , ,21.58,12,1336-1,광교엘포트아이파크,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"20,500",2,1,2021, , ,30.28,10,1338,광교센트럴푸르지오시티,41117,수원시 영통구, ,이의동,수원시 영통구
 , , , ,"25,000",16,2,2021, , ,47.05,8,215-36,(215-36),41111,수원시 장안구, ,연무동,수원시 장안구
2020, , , ,"31,500",5,2,2021, , ,84.83,3,583-43,대경시실리,41111,수원시 장안구, ,파장동,수원시 장안구
2003, , , ,"9,500",2,2,2021, , ,34,7,894,일호골든타워,41111,수원시 장안구, ,조원동,수원시 장안구
2006, , , ,"19,000",20,2,2021, , ,71.27,11,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"22,000",27,2,2021, , ,71.27,13,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"19,900",18,2,2021, , ,71.61,11,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구
2006, ,21.03.08,O,"22,000",8,2,2021, , ,71.27,10,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2003, , , ,"7,000",22,2,2021, , ,32.775,3,1311-6,에스띠보보 1차,41113,수원시 권선구, ,권선동,수원시 권선구
2017, , , ,"8,400",15,2,2021, , ,24.48,7,1118-1,세종타운721,41113,수원시 권선구, ,금곡동,수원시 권선구
2004, , , ,"20,000",24,2,2021, , ,71.61,4,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"20,000",18,2,2021, , ,71.61,9,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"20,000",8,2,2021, , ,71.27,11,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"15,300",2,2,2021, , ,42.8,12,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"20,000",9,2,2021, , ,75.3043,11,1013,지오베르크,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"20,000",16,2,2021, , ,71.61,11,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"20,000",15,2,2021, , ,71.61,9,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"9,500",22,2,2021, , ,30,12,1023-2,이오스 오피스텔,41113,수원시 권선구, ,권선동,수원시 권선구
2017, , , ,"9,750",10,2,2021, , ,25.72,7,1118-1,세종타운721,41113,수원시 권선구, ,금곡동,수원시 권선구
2004, , , ,"18,000",15,2,2021, , ,68.08,6,1011-14,올림픽공원대우미래사랑 101동,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"19,900",7,2,2021, , ,71.61,6,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"8,400",13,2,2021, , ,33.2,3,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"18,100",9,2,2021, , ,68.08,8,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"17,100",6,2,2021, , ,73.44,7,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"20,800",6,2,2021, , ,71.27,15,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2003, , , ,"6,500",20,2,2021, , ,29.415,3,1311-6,에스띠보보 1차,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"9,800",5,2,2021, , ,31.2,11,1023-2,이오스 오피스텔,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"12,500",1,2,2021, , ,36.1,14,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"20,000",8,2,2021, , ,71.27,13,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"12,100",9,2,2021, , ,32.7,13,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"11,800",8,2,2021, , ,32.7,15,1013-1,세종그랑시아,41113,수원시 권선구, ,권선동,수원시 권선구
2003, , , ,"6,300",4,2,2021, , ,29.415,2,1311-6,에스띠보보 1차,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"20,000",3,2,2021, , ,71.61,10,1011-10,올림픽공원대우미래사랑102동,41113,수원시 권선구, ,권선동,수원시 권선구
2006, , , ,"19,800",3,2,2021, , ,71.27,14,1013-4,한라비발디파크,41113,수원시 권선구, ,권선동,수원시 권선구
2004, , , ,"8,400",26,2,2021, , ,29.76,13,1135-8,삼부르네상스오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2008, ,21.05.01,O,"46,000",28,2,2021, , ,165.56,2,1116-4,한화 꿈에그린 효원 102동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"5,300",25,2,2021, , ,26.3185,13,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"11,800",23,2,2021, , ,38.96,5,32-1,KCC파크타운,41115,수원시 팔달구, ,매산로3가,수원시 팔달구
2008, , , ,"22,000",23,2,2021, , ,83.738,12,1114-9,(1114-9),41115,수원시 팔달구, ,인계동,수원시 팔달구
2003, , , ,"7,800",16,2,2021, , ,30.46,7,1135-1,벨로시티,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"26,900",21,2,2021, , ,84.9049,8,1124-1,수원인계자이오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, ,21.05.17,O,"8,400",26,2,2021, , ,29.76,13,1135-8,삼부르네상스오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"26,050",23,2,2021, , ,112.315,6,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"12,300",18,2,2021, , ,44.46,12,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"35,000",24,2,2021, , ,118.25,2,1116-5,인계동 삼환 아르누보파크,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"6,000",27,2,2021, , ,27.19,5,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2005, , , ,"6,500",27,2,2021, , ,27.19,2,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2017, , , ,"19,200",27,2,2021, , ,32.12,3,1118-8,라비채빌딩,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"8,000",27,2,2021, , ,31.0275,7,939,신동아 파스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2007, , , ,"24,000",26,2,2021, , ,97.12,7,1134-3,동양파라곤 1단지,41115,수원시 팔달구, ,인계동,수원시 팔달구
2008, , , ,"20,800",26,2,2021, , ,84.854,9,754-17,다림베스트빌,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"15,000",24,2,2021, , ,64.68,13,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2003, , , ,"10,200",28,2,2021, , ,31.2,8,57-105,비젼포에버,41115,수원시 팔달구, ,매산로1가,수원시 팔달구
2006, , , ,"13,100",17,2,2021, , ,55.4,5,40-3,대주파크빌,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2004, , , ,"5,500",23,2,2021, , ,22.387,15,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"20,000",1,2,2021, , ,97.2,15,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2007, , , ,"23,000",19,2,2021, , ,96.95,6,1134-11,동양파라곤 2단지,41115,수원시 팔달구, ,인계동,수원시 팔달구
2007, , , ,"22,000",19,2,2021, , ,98.06,7,1134-3,동양파라곤 1단지,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"7,350",16,2,2021, , ,30.61,10,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2004, , , ,"8,200",1,2,2021, , ,31.044,14,1016-2,현대하이엘,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"23,700",20,2,2021, , ,82.34,8,1120,캐슬타워,41115,수원시 팔달구, ,인계동,수원시 팔달구
1991, , , ,"6,950",5,2,2021, , ,33.83,14,1046-19,수원프라자,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"14,400",2,2,2021, , ,60.06,5,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"12,500",8,2,2021, , ,44.46,7,1131-1,마이홈 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"28,150",6,2,2021, , ,82.5722,13,1124-1,수원인계자이오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2008, , , ,"27,000",17,2,2021, , ,95.19,14,1116-3,한화 꿈에그린 효원 101동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"7,350",9,2,2021, , ,26.014,12,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"5,400",14,2,2021, , ,21.12,15,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"24,900",4,2,2021, , ,91.437,15,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"17,000",4,2,2021, , ,72.45,9,1134-4,트윈파크에이동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2006, , , ,"16,500",2,2,2021, , ,61.8164,5,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"8,300",8,2,2021, , ,25.956,8,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2008, , , ,"18,500",9,2,2021, , ,83.738,4,1114-9,(1114-9),41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"17,500",9,2,2021, , ,72.45,8,1134-4,트윈파크에이동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2020, , , ,"21,000",3,2,2021, , ,34.66,6,100,파인펠리체 오피스텔,41115,수원시 팔달구, ,교동,수원시 팔달구
2003, , , ,"7,850",15,2,2021, , ,35.72,7,92-1,블루하우스,41115,수원시 팔달구, ,우만동,수원시 팔달구
2005, , , ,"12,000",8,2,2021, , ,54,5,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"12,000",5,2,2021, , ,43.47,11,1134-9,트윈파크비동,41115,수원시 팔달구, ,인계동,수원시 팔달구
2010, , , ,"7,000",6,2,2021, , ,27.63,3,1034-3,드라마시티,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"8,200",3,2,2021, , ,25.956,9,1119,인계샤르망오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2005, , , ,"7,050",4,2,2021, , ,27.19,10,40-1,동인트루빌3오피스텔,41115,수원시 팔달구, ,매산로2가,수원시 팔달구
2006, , , ,"25,000",1,2,2021, , ,112.315,9,206,한라시그마팰리스,41115,수원시 팔달구, ,인계동,수원시 팔달구
2004, , , ,"4,950",1,2,2021, , ,21.12,14,1036-6,인계 오피앙 오피스텔,41115,수원시 팔달구, ,인계동,수원시 팔달구
2014, , , ,"60,000",20,2,2021, , ,62.99,9,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"60,000",26,2,2021, , ,62.99,8,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"16,300",26,2,2021, , ,26.187,7,1331,광교 푸르지오 월드마크,41117,수원시 영통구, ,이의동,수원시 영통구
2014, , , ,"54,970",25,2,2021, , ,62.99,10,1352,에듀하임1309오피스텔,41117,수원시 영통구, ,이의동,수원시 영통구
2018, , , ,"105,000",27,2,2021, , ,84.9118,6,593,광교아이파크,41117,수원시 영통구, ,원천동,수원시 영통구
2016, , , ,"13,800",26,2,2021, , ,21.3517,3,1256-1,테라스힐,41117,수원시 영통구, ,이의동,수원시 영통구
2015, , , ,"20,000",21,2,2021, , ,29.96,12,1332,"광교C1 호반베르디움, Summit Place광교",41117,수원시 영통구, ,이의동,수원시 영통구
